entry,at,order
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:05:31.678Z,177458073167800
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:05:30.463Z,177458073046300
"Flop:  [A♦, 8♦, 10♥]",2026-03-27T03:05:28.413Z,177458072841300
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:05:27.604Z,177458072760400
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T03:05:26.245Z,177458072624500
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:05:24.577Z,177458072457705
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:05:24.577Z,177458072457704
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (2010) | #2 ""nad @ -kxVOncdJw"" (990)",2026-03-27T03:05:24.577Z,177458072457701
"-- starting hand #45 (id: fabj1qczl0fu)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:05:24.577Z,177458072457700
"-- ending hand #44 --",2026-03-27T03:05:18.523Z,177458071852302
"""1000 @ 8pAlpXMD6x"" collected 480 from pot with Straight, 9 High (combination: 5♠, 6♠, 7♥, 8♦, 9♦)",2026-03-27T03:05:18.523Z,177458071852301
"""1000 @ 8pAlpXMD6x"" shows a 9♠, 7♥, 6♠, K♥.",2026-03-27T03:05:18.523Z,177458071852300
"""nad @ -kxVOncdJw"" calls 120",2026-03-27T03:05:17.711Z,177458071771100
"""1000 @ 8pAlpXMD6x"" bets 120",2026-03-27T03:05:16.848Z,177458071684800
"River: 8♦, 5♠, 9♦, A♣ [4♠]",2026-03-27T03:05:14.456Z,177458071445600
"""nad @ -kxVOncdJw"" calls 60",2026-03-27T03:05:13.602Z,177458071360200
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T03:05:12.243Z,177458071224300
"Turn: 8♦, 5♠, 9♦ [A♣]",2026-03-27T03:05:09.970Z,177458070997000
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:05:09.127Z,177458070912700
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T03:05:07.713Z,177458070771300
"Flop:  [8♦, 5♠, 9♦]",2026-03-27T03:05:04.851Z,177458070485100
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T03:05:04.025Z,177458070402500
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T03:05:03.123Z,177458070312300
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T03:05:00.712Z,177458070071205
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T03:05:00.712Z,177458070071204
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1770) | #2 ""nad @ -kxVOncdJw"" (1230)",2026-03-27T03:05:00.712Z,177458070071201
"-- starting hand #44 (id: c8ttpi4avad4)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T03:05:00.712Z,177458070071200
"-- ending hand #43 --",2026-03-27T03:04:57.770Z,177458069777002
"""1000 @ 8pAlpXMD6x"" collected 80 from pot",2026-03-27T03:04:57.770Z,177458069777001
"Uncalled bet of 40 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T03:04:57.770Z,177458069777000
"""nad @ -kxVOncdJw"" folds",2026-03-27T03:04:56.953Z,177458069695300
"""1000 @ 8pAlpXMD6x"" bets 40",2026-03-27T03:04:49.585Z,177458068958500
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:04:47.384Z,177458068738400
"River: J♠, Q♦, 7♠, 8♦ [8♣]",2026-03-27T03:04:44.106Z,177458068410600
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T03:04:43.279Z,177458068327900
"""nad @ -kxVOncdJw"" bets 10",2026-03-27T03:04:42.386Z,177458068238600
"Turn: J♠, Q♦, 7♠ [8♦]",2026-03-27T03:04:41.218Z,177458068121800
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:04:40.405Z,177458068040500
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:04:39.135Z,177458067913500
"Flop:  [J♠, Q♦, 7♠]",2026-03-27T03:04:36.494Z,177458067649400
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T03:04:35.656Z,177458067565600
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T03:04:34.763Z,177458067476300
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T03:04:26.372Z,177458066637200
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:04:24.529Z,177458066452905
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:04:24.529Z,177458066452904
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1730) | #2 ""nad @ -kxVOncdJw"" (1270)",2026-03-27T03:04:24.529Z,177458066452901
"-- starting hand #43 (id: vnbpfasfy0ud)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:04:24.529Z,177458066452900
"-- ending hand #42 --",2026-03-27T03:04:18.526Z,177458065852602
"""nad @ -kxVOncdJw"" collected 300 from pot with Three of a Kind, 9's (combination: Q♠, A♠, 9♥, 9♠, 9♣)",2026-03-27T03:04:18.526Z,177458065852601
"""nad @ -kxVOncdJw"" shows a 5♥, 9♥, 9♠, K♥.",2026-03-27T03:04:18.526Z,177458065852600
"""1000 @ 8pAlpXMD6x"" calls 75",2026-03-27T03:04:17.709Z,177458065770900
"""nad @ -kxVOncdJw"" bets 75",2026-03-27T03:04:14.731Z,177458065473100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:04:11.479Z,177458065147900
"River: 8♦, 9♣, A♠, Q♠ [2♠]",2026-03-27T03:04:10.564Z,177458065056400
"""1000 @ 8pAlpXMD6x"" calls 45",2026-03-27T03:04:09.742Z,177458064974200
"""nad @ -kxVOncdJw"" bets 45",2026-03-27T03:04:08.882Z,177458064888200
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:04:05.741Z,177458064574100
"Turn: 8♦, 9♣, A♠ [Q♠]",2026-03-27T03:04:04.569Z,177458064456900
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:04:03.749Z,177458064374900
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:04:02.107Z,177458064210700
"Flop:  [8♦, 9♣, A♠]",2026-03-27T03:04:00.625Z,177458064062500
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:03:59.788Z,177458063978800
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T03:03:58.672Z,177458063867200
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T03:03:57.090Z,177458063709000
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T03:03:54.221Z,177458063422105
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T03:03:54.221Z,177458063422104
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1880) | #2 ""nad @ -kxVOncdJw"" (1120)",2026-03-27T03:03:54.221Z,177458063422101
"-- starting hand #42 (id: bcouarcmpsv9)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T03:03:54.221Z,177458063422100
"-- ending hand #41 --",2026-03-27T03:03:48.216Z,177458062821603
"""nad @ -kxVOncdJw"" collected 420 from pot with Two Pair, Q's & J's (combination: 10♥, J♥, J♣, Q♥, Q♠)",2026-03-27T03:03:48.216Z,177458062821602
"""nad @ -kxVOncdJw"" shows a 3♠, 10♣, Q♥, 10♥.",2026-03-27T03:03:48.216Z,177458062821601
"""1000 @ 8pAlpXMD6x"" shows a K♥, 9♠, 10♠, 7♣.",2026-03-27T03:03:48.216Z,177458062821600
"""nad @ -kxVOncdJw"" calls 90",2026-03-27T03:03:47.409Z,177458062740900
"""1000 @ 8pAlpXMD6x"" bets 90",2026-03-27T03:03:46.128Z,177458062612800
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:03:41.608Z,177458062160800
"River: 6♠, J♥, J♣, Q♠ [7♥]",2026-03-27T03:03:39.747Z,177458061974700
"""nad @ -kxVOncdJw"" calls 60",2026-03-27T03:03:38.942Z,177458061894200
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T03:03:35.710Z,177458061571000
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:03:33.547Z,177458061354700
"Turn: 6♠, J♥, J♣ [Q♠]",2026-03-27T03:03:32.197Z,177458061219700
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:03:31.380Z,177458061138000
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T03:03:30.461Z,177458061046100
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:03:27.879Z,177458060787900
"Flop:  [6♠, J♥, J♣]",2026-03-27T03:03:25.942Z,177458060594200
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:03:25.113Z,177458060511300
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T03:03:24.157Z,177458060415700
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:03:22.656Z,177458060265605
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:03:22.656Z,177458060265604
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (2090) | #2 ""nad @ -kxVOncdJw"" (910)",2026-03-27T03:03:22.656Z,177458060265601
"-- starting hand #41 (id: uyprg1aeagif)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:03:22.656Z,177458060265600
"-- ending hand #40 --",2026-03-27T03:03:19.727Z,177458059972702
"""1000 @ 8pAlpXMD6x"" collected 20 from pot",2026-03-27T03:03:19.727Z,177458059972701
"Uncalled bet of 20 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T03:03:19.727Z,177458059972700
"""nad @ -kxVOncdJw"" folds",2026-03-27T03:03:18.887Z,177458059888700
"""1000 @ 8pAlpXMD6x"" bets 20",2026-03-27T03:03:17.574Z,177458059757400
"Flop:  [2♦, 10♦, 5♥]",2026-03-27T03:03:13.930Z,177458059393000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:03:13.104Z,177458059310400
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T03:03:11.123Z,177458059112300
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T03:03:09.696Z,177458058969605
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T03:03:09.696Z,177458058969604
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (2080) | #2 ""nad @ -kxVOncdJw"" (920)",2026-03-27T03:03:09.696Z,177458058969601
"-- starting hand #40 (id: pprxgy9mpnko)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T03:03:09.696Z,177458058969600
"-- ending hand #39 --",2026-03-27T03:03:06.792Z,177458058679202
"""1000 @ 8pAlpXMD6x"" collected 440 from pot",2026-03-27T03:03:06.792Z,177458058679201
"Uncalled bet of 170 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T03:03:06.792Z,177458058679200
"""nad @ -kxVOncdJw"" folds",2026-03-27T03:03:05.967Z,177458058596700
"""1000 @ 8pAlpXMD6x"" raises to 240",2026-03-27T03:03:00.151Z,177458058015100
"""nad @ -kxVOncdJw"" bets 70",2026-03-27T03:02:49.843Z,177458056984300
"River: 2♠, 6♠, A♥, J♠ [3♣]",2026-03-27T03:02:45.764Z,177458056576400
"""nad @ -kxVOncdJw"" calls 75",2026-03-27T03:02:44.947Z,177458056494700
"""1000 @ 8pAlpXMD6x"" bets 75",2026-03-27T03:02:43.001Z,177458056300100
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:02:40.540Z,177458056054000
"Turn: 2♠, 6♠, A♥ [J♠]",2026-03-27T03:02:37.943Z,177458055794300
"""nad @ -kxVOncdJw"" calls 45",2026-03-27T03:02:37.136Z,177458055713600
"""1000 @ 8pAlpXMD6x"" bets 45",2026-03-27T03:02:35.559Z,177458055555900
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:02:33.511Z,177458055351100
"Flop:  [2♠, 6♠, A♥]",2026-03-27T03:02:30.694Z,177458055069400
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:02:29.845Z,177458054984500
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T03:02:26.204Z,177458054620400
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:02:24.491Z,177458054449105
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:02:24.491Z,177458054449104
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1860) | #2 ""nad @ -kxVOncdJw"" (1140)",2026-03-27T03:02:24.491Z,177458054449101
"-- starting hand #39 (id: el6ersdljglz)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:02:24.491Z,177458054449100
"-- ending hand #38 --",2026-03-27T03:02:21.584Z,177458054158402
"""1000 @ 8pAlpXMD6x"" collected 60 from pot",2026-03-27T03:02:21.584Z,177458054158401
"Uncalled bet of 60 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T03:02:21.584Z,177458054158400
"""nad @ -kxVOncdJw"" folds",2026-03-27T03:02:20.747Z,177458054074700
"""1000 @ 8pAlpXMD6x"" raises to 90",2026-03-27T03:02:19.057Z,177458053905700
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T03:02:17.209Z,177458053720900
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T03:02:12.657Z,177458053265705
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T03:02:12.657Z,177458053265704
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1830) | #2 ""nad @ -kxVOncdJw"" (1170)",2026-03-27T03:02:12.657Z,177458053265701
"-- starting hand #38 (id: moo3uexajpel)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T03:02:12.657Z,177458053265700
"""1000 @ 8pAlpXMD6x"" shows a 5♦, 7♣, 2♥, 9♦.",2026-03-27T03:02:07.794Z,177458052779400
"-- ending hand #37 --",2026-03-27T03:02:06.134Z,177458052613402
"""nad @ -kxVOncdJw"" collected 220 from pot with Two Pair, A's & 7's (combination: Q♥, 7♥, 7♦, A♥, A♣)",2026-03-27T03:02:06.134Z,177458052613401
"""nad @ -kxVOncdJw"" shows a 7♥, 9♠, Q♥, 2♣.",2026-03-27T03:02:06.134Z,177458052613400
"""1000 @ 8pAlpXMD6x"" calls 50",2026-03-27T03:02:05.312Z,177458052531200
"""nad @ -kxVOncdJw"" bets 50",2026-03-27T03:02:04.391Z,177458052439100
"River: 10♣, 7♦, A♥, A♣ [8♣]",2026-03-27T03:01:55.523Z,177458051552300
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:01:54.716Z,177458051471600
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T03:01:48.353Z,177458050835300
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:01:45.778Z,177458050577800
"Turn: 10♣, 7♦, A♥ [A♣]",2026-03-27T03:01:43.539Z,177458050353900
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:01:42.722Z,177458050272200
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:01:41.851Z,177458050185100
"Flop:  [10♣, 7♦, A♥]",2026-03-27T03:01:38.832Z,177458049883200
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:01:38.015Z,177458049801500
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T03:01:35.925Z,177458049592500
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:01:33.859Z,177458049385905
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:01:33.859Z,177458049385904
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1940) | #2 ""nad @ -kxVOncdJw"" (1060)",2026-03-27T03:01:33.859Z,177458049385901
"-- starting hand #37 (id: sfv4mwbklren)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:01:33.859Z,177458049385900
"""nad @ -kxVOncdJw"" shows a A♥, 8♥, 3♠, A♠.",2026-03-27T03:01:28.952Z,177458048895200
"-- ending hand #36 --",2026-03-27T03:01:27.330Z,177458048733002
"""1000 @ 8pAlpXMD6x"" collected 120 from pot with Full House, J's over 5's (combination: 5♥, 5♦, J♣, J♦, J♠)",2026-03-27T03:01:27.330Z,177458048733001
"""1000 @ 8pAlpXMD6x"" shows a J♣, 4♠, J♦, 7♦.",2026-03-27T03:01:27.330Z,177458048733000
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:01:26.515Z,177458048651500
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:01:25.543Z,177458048554300
"River: 5♥, 10♥, 3♦, 5♦ [J♠]",2026-03-27T03:01:23.803Z,177458048380300
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:01:22.997Z,177458048299700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:01:21.336Z,177458048133600
"Turn: 5♥, 10♥, 3♦ [5♦]",2026-03-27T03:01:20.297Z,177458048029700
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T03:01:19.458Z,177458047945800
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T03:01:18.566Z,177458047856600
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:01:15.703Z,177458047570300
"Flop:  [5♥, 10♥, 3♦]",2026-03-27T03:01:14.401Z,177458047440100
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T03:01:13.577Z,177458047357700
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T03:01:12.639Z,177458047263900
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T03:01:10.597Z,177458047059705
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T03:01:10.597Z,177458047059704
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1880) | #2 ""nad @ -kxVOncdJw"" (1120)",2026-03-27T03:01:10.597Z,177458047059701
"-- starting hand #36 (id: u0fgudge8ekq)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T03:01:10.597Z,177458047059700
"-- ending hand #35 --",2026-03-27T03:01:07.687Z,177458046768702
"""1000 @ 8pAlpXMD6x"" collected 60 from pot",2026-03-27T03:01:07.687Z,177458046768701
"Uncalled bet of 60 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T03:01:07.687Z,177458046768700
"""nad @ -kxVOncdJw"" folds",2026-03-27T03:01:06.856Z,177458046685600
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T03:01:00.452Z,177458046045200
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:00:58.231Z,177458045823100
"Turn: 4♠, 3♦, A♠ [9♣]",2026-03-27T03:00:56.748Z,177458045674800
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:55.904Z,177458045590400
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:00:54.398Z,177458045439800
"Flop:  [4♠, 3♦, A♠]",2026-03-27T03:00:51.818Z,177458045181800
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T03:00:51.004Z,177458045100400
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T03:00:50.139Z,177458045013900
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T03:00:47.902Z,177458044790200
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:00:46.985Z,177458044698505
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:00:46.985Z,177458044698504
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1850) | #2 ""nad @ -kxVOncdJw"" (1150)",2026-03-27T03:00:46.985Z,177458044698501
"-- starting hand #35 (id: awic4xyfqfdq)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:00:46.985Z,177458044698500
"-- ending hand #34 --",2026-03-27T03:00:40.980Z,177458044098002
"""nad @ -kxVOncdJw"" collected 100 from pot with Three of a Kind, 8's (combination: 4♦, A♠, 8♣, 8♥, 8♠)",2026-03-27T03:00:40.980Z,177458044098001
"""nad @ -kxVOncdJw"" shows a 8♣, A♠, 10♠, Q♥.",2026-03-27T03:00:40.980Z,177458044098000
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T03:00:40.150Z,177458044015000
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T03:00:38.717Z,177458043871700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:35.508Z,177458043550800
"River: 8♥, 3♦, 4♠, 4♦ [8♠]",2026-03-27T03:00:34.535Z,177458043453500
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T03:00:33.729Z,177458043372900
"""nad @ -kxVOncdJw"" bets 10",2026-03-27T03:00:32.847Z,177458043284700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:31.564Z,177458043156400
"Turn: 8♥, 3♦, 4♠ [4♦]",2026-03-27T03:00:30.669Z,177458043066900
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:00:29.797Z,177458042979700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:27.902Z,177458042790200
"Flop:  [8♥, 3♦, 4♠]",2026-03-27T03:00:26.467Z,177458042646700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:25.620Z,177458042562000
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T03:00:24.735Z,177458042473500
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T03:00:23.266Z,177458042326605
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T03:00:23.266Z,177458042326604
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1900) | #2 ""nad @ -kxVOncdJw"" (1100)",2026-03-27T03:00:23.266Z,177458042326601
"-- starting hand #34 (id: rs5qhsvhbnmy)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T03:00:23.266Z,177458042326600
"-- ending hand #33 --",2026-03-27T03:00:20.319Z,177458042031902
"""1000 @ 8pAlpXMD6x"" collected 60 from pot",2026-03-27T03:00:20.319Z,177458042031901
"Uncalled bet of 30 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T03:00:20.319Z,177458042031900
"""nad @ -kxVOncdJw"" folds",2026-03-27T03:00:19.507Z,177458041950700
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T03:00:18.554Z,177458041855400
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:00:16.390Z,177458041639000
"River: A♥, 5♣, 7♥, K♣ [5♠]",2026-03-27T03:00:14.148Z,177458041414800
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:13.319Z,177458041331900
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:00:12.450Z,177458041245000
"Turn: A♥, 5♣, 7♥ [K♣]",2026-03-27T03:00:10.251Z,177458041025100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T03:00:09.380Z,177458040938000
"""nad @ -kxVOncdJw"" checks",2026-03-27T03:00:08.463Z,177458040846300
"Flop:  [A♥, 5♣, 7♥]",2026-03-27T03:00:05.844Z,177458040584400
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T03:00:04.952Z,177458040495200
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T03:00:02.962Z,177458040296200
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T03:00:00.514Z,177458040051405
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T03:00:00.514Z,177458040051404
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1870) | #2 ""nad @ -kxVOncdJw"" (1130)",2026-03-27T03:00:00.514Z,177458040051401
"-- starting hand #33 (id: gntmjqoqesc7)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T03:00:00.514Z,177458040051400
"""1000 @ 8pAlpXMD6x"" shows a 2♣, 6♠, 7♠, 4♠.",2026-03-27T02:59:57.387Z,177458039738700
"-- ending hand #32 --",2026-03-27T02:59:56.902Z,177458039690202
"""1000 @ 8pAlpXMD6x"" collected 60 from pot",2026-03-27T02:59:56.902Z,177458039690201
"Uncalled bet of 60 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:59:56.902Z,177458039690200
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:59:56.088Z,177458039608800
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:59:54.007Z,177458039400700
"Turn: J♠, 6♦, 7♥ [4♦]",2026-03-27T02:59:52.216Z,177458039221600
"""nad @ -kxVOncdJw"" calls 20",2026-03-27T02:59:51.385Z,177458039138500
"""1000 @ 8pAlpXMD6x"" bets 20",2026-03-27T02:59:49.571Z,177458038957100
"Flop:  [J♠, 6♦, 7♥]",2026-03-27T02:59:47.108Z,177458038710800
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:59:46.275Z,177458038627500
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:59:45.347Z,177458038534700
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:59:43.209Z,177458038320905
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:59:43.209Z,177458038320904
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1840) | #2 ""nad @ -kxVOncdJw"" (1160)",2026-03-27T02:59:43.209Z,177458038320901
"-- starting hand #32 (id: ptunz3iu7edj)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:59:43.209Z,177458038320900
"""1000 @ 8pAlpXMD6x"" shows a 3♣, 9♠, Q♠, 4♠.",2026-03-27T02:59:37.492Z,177458037749200
"-- ending hand #31 --",2026-03-27T02:59:36.669Z,177458037666902
"""nad @ -kxVOncdJw"" collected 200 from pot with Three of a Kind, 9's (combination: K♦, A♥, 9♥, 9♣, 9♦)",2026-03-27T02:59:36.669Z,177458037666901
"""nad @ -kxVOncdJw"" shows a 8♣, A♥, 9♥, 2♠.",2026-03-27T02:59:36.669Z,177458037666900
"""1000 @ 8pAlpXMD6x"" calls 40",2026-03-27T02:59:35.861Z,177458037586100
"""nad @ -kxVOncdJw"" bets 40",2026-03-27T02:59:34.911Z,177458037491100
"River: K♦, J♦, 9♣, 5♦ [9♦]",2026-03-27T02:59:30.001Z,177458037000100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:59:29.140Z,177458036914000
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:59:28.068Z,177458036806800
"Turn: K♦, J♦, 9♣ [5♦]",2026-03-27T02:59:25.998Z,177458036599800
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:59:25.121Z,177458036512100
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:59:24.247Z,177458036424700
"Flop:  [K♦, J♦, 9♣]",2026-03-27T02:59:20.995Z,177458036099500
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:59:20.079Z,177458036007900
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:59:19.039Z,177458035903900
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:59:17.199Z,177458035719905
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:59:17.199Z,177458035719904
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1940) | #2 ""nad @ -kxVOncdJw"" (1060)",2026-03-27T02:59:17.199Z,177458035719901
